AREA,TAG,DIAMETER,CALC_NOTES,PID,ISO,STRESS,SUPPORT
30A14,30A14-2-HPC-10510-61011-H-01,50,unset,50,60,0,0
30A14,30A14-8-LPS-60216-11261-H-01,200,unset,0,60,0,0
30A14,30A14-2-HPS-10521-61261-H-01,50,unset,0,60,0,0
30A14,30A14-2-HPC-10512-31011-H-01,50,unset,50,60,0,0
30A14,30A14-4-EO-30137-13085-FX-01,100,unset,0,60,0,0
30A14,30A14-8-CHR-30118-11001-C-01,200,unset,50,60,0,0
30A14,30A14-6-HPS-10627-61261-H-01,150,unset,0,60,0,0
30A14,30A14-6-P-30311-13081-H-01,150,unset,0,60,0,0
30A14,30A14-8-P-30312-11001-P-01,200,unset,0,60,0,0
30A14,30A14-8-LPC-60171-11011-H-01,200,unset,50,60,0,0
30A14,30A14-8-LPC-60172-11011-H-01,200,unset,50,60,0,0
30A14,30A14-4-LPC-60173-11011-H-01,100,unset,50,30,0,0
30A14,30A14-4-LPC-60122-11011-H-01,100,unset,50,60,0,0
30A15,30A15-4-BFW-10607-61261-H-01,100,unset,50,60,0,0
30A15,30A15-4-BFW-10528-61261-H-01,100,unset,50,60,0,0
30A15,30A15-8-HPC-10513-31011-H-01,200,unset,50,60,0,0
30A15,30A15-36-P-10305-33086-H-01,900,unset,50,60,0,0
30A15,30A15-4-HPC-10409-31011-H-01,100,unset,50,60,0,0
30A15,30A15-3-HPC-10409-61011-H-10,80,unset,50,60,0,0
30A15,30A15-2-HPC-10408-61011-H-01,50,unset,50,60,0,0
30A15,30A15-3-HPC-10611-61261-H-01,80,unset,50,60,0,0
30A15,30A15-30-P-10301-32011-H-01,750,unset,50,60,0,0
30A15,30A15-6-HPC-10630-11261-H-01,150,unset,50,60,0,0
30A15,30A15-4-BFW-10612-61261-H-01,100,unset,50,60,0,0
30A15,30A15-8-MPS-10616-11261-H-01,200,unset,50,60,0,0
30A15,30A15-10-MPS-90225-11261-H-01,250,unset,50,60,0,0
30A15,30A15-8-MPS-10618-11261-H-01,200,unset,50,60,0,0
30A15,30A15-10-MPS-10610-11001-P-01,250,unset,50,60,0,0
30A15,30A15-8-MPS-10614-11261-H-01,200,unset,50,60,0,0
30A15,30A15-10-MPS-10609-11001-P-01,250,unset,50,60,0,0
30A15,30A15-6-BFW-60134-61261-H-01,150,unset,50,60,0,0
30A15,30A15-4-BWF-10625-91011-H,100,unset,50,60,0,0
30A15,30A15-6-MPC-10603-31011-H-01,150,unset,50,60,0,0
30A15,30A15-3-BFW-10624-91011-H,150,unset,50,30,0,0
30A15,30A15-4-MPC-10605-31011-H-01,100,unset,50,60,0,0
30A15,30A15-8-LPC-10629-11011-H-01,200,unset,0,60,0,0
